file,label,title,item_id,marketplace,query,euro,image_url
unsorted__v1_123802064455_426982319863.jpg,unsorted,"BELGIEN 2 EURO-MÜNZEN 2025 SPA, NATIONALLOTTERIE UND FRÜHERE ZUR AUSWAHL",v1|123802064455|426982319863,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/yLkAAeSwpcpoiQmF/s-l1600.jpg
unsorted__v1_355976872655_0.jpg,unsorted,"Rare Minting Error 2 Euro € Coin Austria 2018 ""100 Jahre Republik Österreich""",v1|355976872655|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/JdMAAOSwDQVl0gxC/s-l1600.jpg
unsorted__v1_394434344879_663321216249.jpg,unsorted,DIE LIEFERBAREN 2 EURO STÜCKE DES JAHRES 2023 ANDORRA BIS ZYPERN ZUR AUSWAHL,v1|394434344879|663321216249,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/MGAAAOSwnGJlaaB-/s-l1600.jpg
unsorted__v1_358165234937_0.jpg,unsorted,"2 Euro Coin , Greek Olympics Athens 2004 , With Minting Error",v1|358165234937|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/eKUAAeSwXflpehYM/s-l1600.jpg
unsorted__v1_355482450757_0.jpg,unsorted,Minting error 2 Euro € coin Luxembourg Letzebuerg 2011,v1|355482450757|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/p2EAAOSweAdl1nWD/s-l1600.jpg
unsorted__v1_335708917535_0.jpg,unsorted,2 Euro Coin Fleur De Lakka 1999 Finland - minting errors.,v1|335708917535|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/dLEAAOSwXGNnTuYX/s-l1600.jpg
unsorted__v1_156688820042_0.jpg,unsorted,"Very Rare Minting Error 2€ Euro Coin Slovenia 2007 ""France Preseren""",v1|156688820042|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/xb4AAOSwP-hnqgeA/s-l1600.jpg
unsorted__v1_164668170584_0.jpg,unsorted,2 Euro Fehlermünze Zypern 2008 - extrem selten,v1|164668170584|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/X8oAAOSwMZdgD2W-/s-l1600.jpg
unsorted__v1_257010401680_0.jpg,unsorted,"2 Euro Coincard Belgien 2023, Jugendstil in Belgien FR Version",v1|257010401680|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/agwAAeSwtBpob2k8/s-l1600.jpg
unsorted__v1_389529855378_0.jpg,unsorted,"FEHLER ""NICHT S"" Griechenland 2002 Münze 2 Euro Code 9433",v1|389529855378|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/dMEAAeSw1WRpc6hC/s-l1600.jpg
unsorted__v1_354948346568_0.jpg,unsorted,Belgien 2 Euro 2023 Jugendstil CoinCard französische Münzkarte Gedenkmünze coin,v1|354948346568|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/vh0AAOSwFglkxjKY/s-l1600.jpg
unsorted__v1_385863256325_0.jpg,unsorted,Belgien 2 Euro 2023 Jugendstil CoinCard niederl. Gedenkmünze commemorative coin,v1|385863256325|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/fTYAAOSw8gFkxjv3/s-l1600.jpg
unsorted__v1_355976910145_0.jpg,unsorted,"Very Rare Minting Error 2€ Euro Coin Slovenia 2007 ""France Preseren""",v1|355976910145|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/mOsAAOSw6tBl0jeH/s-l1600.jpg
unsorted__v1_355860790940_0.jpg,unsorted,2 Euro Münze 2007 Belgien König Albert II Druckfehler seltene Münze,v1|355860790940|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/WksAAOSwXjtmj4qV/s-l1600.jpg
unsorted__v1_355976898285_0.jpg,unsorted,Rare Minting Error 2 Euro € Coin France 2001 Offset Or Misaligned Stars,v1|355976898285|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/ZwsAAOSwaptl0hmX/s-l1600.jpg
unsorted__v1_355482476219_0.jpg,unsorted,"Minting error 2 Euro € coin Austria 2019 ""Bertha von Suttner""",v1|355482476219|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/-5UAAOSwpmRl0hFP/s-l1600.jpg
unsorted__v1_355860763279_0.jpg,unsorted,2 Euro Münze 2004 Belgien König Albert II Druckfehler seltene Münze,v1|355860763279|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/DhIAAOSwFVBmj4Px/s-l1600.jpg
unsorted__v1_114471701119_0.jpg,unsorted,2 Euro Griechenland 2002 Münze - Druckfehler mit ''S'' MISSING auf unterem Stern,v1|114471701119|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/FicAAOSwMrxfjYRs/s-l1600.jpg
unsorted__v1_307087778455_0.jpg,unsorted,Münze 2 Euro coin Austria 2002 (Bertha von Suttner) with minting errors rar coin,v1|307087778455|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/cpwAAeSwSzBqFToz/s-l1600.jpg
unsorted__v1_286784124394_0.jpg,unsorted,2eur Münze 2002 Fehlerfehler Österreich Euro defekt,v1|286784124394|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/TY8AAeSwbWtorA79/s-l1600.jpg
unsorted__v1_355976905172_0.jpg,unsorted,"Rare Minting Error 2€ Euro Coin 2007 Finland ""Cloudberry""",v1|355976905172|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/gzgAAOSwhmll0iXr/s-l1600.jpg
unsorted__v1_194993063997_0.jpg,unsorted,Seltene Fehler französische 2 Euro Münze - 2001 mehrere Fehler,v1|194993063997|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/uVQAAOSwn5RiYXBw/s-l1600.jpg
unsorted__v1_317895380463_0.jpg,unsorted,"Belgien , 2 Euro 2023 , Jugendstil , Coincard",v1|317895380463|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/Rw0AAeSwrr1plcvJ/s-l1600.jpg
unsorted__v1_277718202440_0.jpg,unsorted,"2 Euro Belgien, 2023, Art Nouveau - Jugendstil, Coincard",v1|277718202440|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/XGsAAeSwv7VpjFmd/s-l1600.jpg
unsorted__v1_355482478627_0.jpg,unsorted,"Slight Minting Error Rare 2 Euro € Coin 2021 Germany  ""Sachsen-Anhalt""",v1|355482478627|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/sWAAAOSwOzxl0g9q/s-l1600.jpg
unsorted__v1_266838844464_0.jpg,unsorted,SELTENE 2 EURO MÜNZE FRANKREICH 2001.  LIBERTE FRATERNITE FEHLER SEHR GUTER ZUSTAND,v1|266838844464|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/rgwAAeSwfJZpvCUm/s-l1600.jpg
unsorted__v1_355482464377_0.jpg,unsorted,"Rare Minting Error 2 Euro € Coin 2004 Finland ""Cloudberry"" With Shifted Stars",v1|355482464377|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/U8cAAOSwodNl0iSs/s-l1600.jpg
unsorted__v1_327242362176_0.jpg,unsorted,"[#1210024] Niederlande, Beatrix, 2 Euro, 2001, Utrecht, Planchetfehler geprägt",v1|327242362176|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/EEcAAeSwIDZqRZtB/s-l1600.jpg
unsorted__v1_327206079147_0.jpg,unsorted,"[#1507471] Deutschland, 2 Euro, Fehler Fehlausrichtung Kern, 2020, Hamburg, Bi-Metallic, M",v1|327206079147|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/-0UAAeSwKHFqKUXR/s-l1600.jpg
unsorted__v1_198300846577_0.jpg,unsorted,"[#981920] Deutschland, 2 Euro, Fehler Monometall, 2023, Karlsruhe, Kupfer-Nickel, A",v1|198300846577|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/Bs0AAeSw8oNp6Bv4/s-l1600.jpg
unsorted__v1_198410756310_0.jpg,unsorted,"[#849288] Deutschland, 2 Euro, Thüringen, 2022, München, Fehler Monometallic, MS(64)",v1|198410756310|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/ZFoAAeSw6udqJp2i/s-l1600.jpg
unsorted__v1_327244682734_0.jpg,unsorted,"[#841029] Deutschland, 2 Euro, 2008, Stuttgart, Fehler falscher Ring, vz(55-58), Kupfer-",v1|327244682734|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/qw4AAeSwN9RqR3nL/s-l1600.jpg
unsorted__v1_327242209766_0.jpg,unsorted,"[#1211558] Österreich, 2 Euro, Planchetfehler geprägt auf 1 Euro, 2002, Wien, Bi-Me",v1|327242209766|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/bMAAAeSwbg9qRYXR/s-l1600.jpg
unsorted__v1_203869719013_0.jpg,unsorted,"[#859788] BRD - BUNDESREPUBLIK, 2 Euro Cent, 2004, Karlsruhe, Fehler doppelt",v1|203869719013|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/VNwAAOSwKdRiME5p/s-l1600.jpg
unsorted__v1_198468395638_0.jpg,unsorted,"[#1210025] Deutschland, 2 Euro, Hessen, 2015, Stuttgart, Fehler Monometallic, AU(55-5",v1|198468395638|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/e4MAAeSwTM9qRYHk/s-l1600.jpg
unsorted__v1_206387083685_0.jpg,unsorted,"[#1211444] Frankreich, 2 Euro Cent, Fehler Maultier / Hybride 2 Cent Griechenland beobachten, 2001,",v1|206387083685|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/J-UAAeSwdTRqRXxR/s-l1600.jpg
unsorted__v1_327243764060_0.jpg,unsorted,"[#1211435] BRD - BUNDESREPUBLIK, 5 Euro Cent, Fehlermaultier / Hybride 2 Cent R",v1|327243764060|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/zi4AAeSwbEZqRq2c/s-l1600.jpg
unsorted__v1_206390633102_0.jpg,unsorted,"[#841028] Deutschland, 2 Euro, 2002, Stuttgart, Fehler falscher Ring, vz(55-58), Kupfer-",v1|206390633102|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/VtYAAeSwAUpqR3j7/s-l1600.jpg
unsorted__v1_206343541075_0.jpg,unsorted,"[#1210022] Niederlande, Beatrix, Euro, 1999, Utrecht, Fehler falscher Ring, AU(50-53",v1|206343541075|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/xagAAeSw7~BqLRL2/s-l1600.jpg
unsorted__v1_206343512168_0.jpg,unsorted,"[#1210021] Niederlande, Beatrix, Euro, 1999, Utrecht, Fehler Monometallic, AU(55-",v1|206343512168|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/r6MAAeSw7QVqLQ36/s-l1600.jpg
unsorted__v1_327200830227_0.jpg,unsorted,"[#849289] Italien, 2 Euro, Giovanni Pascoli, 2012, Rom, Fehler Fehlausrichtung Kern, MS",v1|327200830227|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/soIAAeSw3~hqJW1O/s-l1600.jpg
clipped_planchet__v1_325949150930_0.jpg,clipped_planchet,"[#1210062] Griechenland, 50 Euro Cent, 2008, Athen, error clipped planchet, vz(50-53)",v1|325949150930|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/pE4AAOSwjQ1lkNQ5/s-l1600.jpg
unsorted__v1_266849663293_0.jpg,unsorted,"2 Euro Belgien 2023""Jugendstil"" nur Karte ohne Münze",v1|266849663293|0,EBAY_DE,2 euro error coin,True,https://i.ebayimg.com/images/g/w1MAAOSwWgpk9HpH/s-l1600.jpg
unsorted__v1_256375650343_0.jpg,unsorted,1 Euro Münze RF Frankreich 1999 sehr selten mit Fehler,v1|256375650343|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/lCQAAOSwvchloq2Z/s-l1600.jpg
unsorted__v1_355976891726_0.jpg,unsorted,Rare Minting Error 1 Euro € Coin Netherlands 2000 Double Print Of The Outer Ring,v1|355976891726|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/nZ0AAOSw2kBl0hQA/s-l1600.jpg
unsorted__v1_256925394461_0.jpg,unsorted,1 euro coin espana error 2002,v1|256925394461|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/nacAAeSwsRZoHenA/s-l1600.jpg
unsorted__v1_206319553573_0.jpg,unsorted,Seltener Fehler (Doppel Innenmarke) 1 Euro Münze 2002 Italien.Zirkuliert mit Mängeln.,v1|206319553573|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/~3YAAeSwSl1oQtWk/s-l1600.jpg
unsorted__v1_358147047848_0.jpg,unsorted,"1 Euro Coin, Germany , Minting Error",v1|358147047848|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/jtoAAeSwbhxpc4rh/s-l1600.jpg
unsorted__v1_358147035696_0.jpg,unsorted,"1 Euro Coin , Germany, Minting Error",v1|358147035696|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/pgsAAeSwGVppc4kR/s-l1600.jpg
unsorted__v1_126134350443_0.jpg,unsorted,Euro 1€ seltene Münze Deutschland 2002 J Fehler,v1|126134350443|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/ffwAAOSwtF5lJ6k6/s-l1600.jpg
unsorted__v1_225822484240_0.jpg,unsorted,1 Euro Fehler 2008 Portugal 1 Euro alte Karte selten,v1|225822484240|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/4OQAAOSwqddlLomY/s-l1600.jpg
unsorted__v1_156175862556_0.jpg,unsorted,Seltene 1 Euro Münzen Deutschland 2002 Fehler,v1|156175862556|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/GJAAAOSwykJmJChr/s-l1600.jpg
unsorted__v1_276775583532_0.jpg,unsorted,Deutsche 1 Euro Münze 2002 mit Fehlern,v1|276775583532|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/JVsAAOSwXJhkpr8~/s-l1600.jpg
unsorted__v1_206390812989_0.jpg,unsorted,"[#1211432] BRD - BUNDESREPUBLIK, 50 Euro Cent, Fehlermaultier / Hybride 1 Euro",v1|206390812989|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/mgsAAeSwSZBqR5Op/s-l1600.jpg
unsorted__v1_327200828179_0.jpg,unsorted,"[#1505630] Frankreich, 1 Euro, Fehler Split Core, 1999, Pessac, Bi-Metallic, AU(55-58",v1|327200828179|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/iegAAeSwMmRqJWw6/s-l1600.jpg
unsorted__v1_198470778311_0.jpg,unsorted,"[#1211555] Frankreich, Euro Cent, Fehler Breitdruck, 2005, Paris, verkupferter Stahl",v1|198470778311|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/2HQAAeSwBoBqRsFJ/s-l1600.jpg
unsorted__v1_206385766366_0.jpg,unsorted,"[#857536] Frankreich, 1 Euro, 1999, Fehler falscher Ring, MS(60-62), Bi-Metallic",v1|206385766366|0,EBAY_DE,1 euro error coin,True,https://i.ebayimg.com/images/g/y-UAAeSw23FqROem/s-l1600.jpg
unsorted__v1_177822239289_0.jpg,unsorted,50 euro cent coin Belgium 2009 with minting errors on the reverse. Rare & scarce,v1|177822239289|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/tLIAAOSwHDxnG9gL/s-l1600.jpg
unsorted__v1_257329916821_0.jpg,unsorted,Seltene Fehler Euro 20 Cent Münze Italien 2002. Guter Zustand.,v1|257329916821|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/LpMAAeSwlv9pd4Ji/s-l1600.jpg
unsorted__v1_177542474746_0.jpg,unsorted,"RARE ERROR 50 Euro Cent Coin Italy 2002 - Blurry Rider, Double Rim",v1|177542474746|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/J5UAAeSwKUxpB6E4/s-l1600.jpg
unsorted__v1_327233326970_0.jpg,unsorted,"Frankreich, 10 Euro Cent, 2009, Pessac, Error Coin Alignment, VZ, Messing",v1|327233326970|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/6wkAAeSwE99qPlTv/s-l1600.jpg
unsorted__v1_376879089936_0.jpg,unsorted,"50 Cent, Netherlands, 2000, Error Coin,  Rare",v1|376879089936|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/Gi8AAeSwn6dpbsKB/s-l1600.jpg
cud__v1_327244209776_0.jpg,cud,"Niederlande, Beatrix, 10 Euro Cent, error cud coin, Utrecht, Nordic gold, VZ",v1|327244209776|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/VgIAAeSw7VBqRxSx/s-l1600.jpg
cud__v1_327226462997_0.jpg,cud,"Portugal, Euro Cent, 2007, Lisbon, error cud coin, VZ, Copper Plated Steel",v1|327226462997|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/rsQAAeSwHKFqOQAd/s-l1600.jpg
cud__v1_327243150676_0.jpg,cud,"Niederlande, Beatrix, 10 Euro Cent, error cud coin and rotated die, 2000",v1|327243150676|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/oAIAAeSwzIZqRkpv/s-l1600.jpg
cud__v1_327218230742_0.jpg,cud,"Niederlande, 10 Euro Cent, 2001, error cud coin, VZ, Copper-Nickel-Zinc",v1|327218230742|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/O~kAAeSwURVqMqWk/s-l1600.jpg
unsorted__v1_356060007012_0.jpg,unsorted,"5 Cent Coin Ireland 2002 Minting Error, part of  first Euro coin series Ireland",v1|356060007012|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/Z~sAAOSwE3pm6uqc/s-l1600.jpg
unsorted__v1_186449976955_0.jpg,unsorted,"Seltene Fehlermünze, 20 Cent Euro Münze 2002, Besuch 2002 Spanien Münze,",v1|186449976955|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/2wsAAOSwzEpmSf10/s-l1600.jpg
unsorted__v1_327199312358_0.jpg,unsorted,"[#841030] Frankreich, 10 Euro Cent, 2009, Pessac, Fehlermünzenausrichtung, vz(55-58), b",v1|327199312358|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/VtQAAeSwcuNqJDU2/s-l1600.jpg
cud__v1_206389351266_0.jpg,cud,"[#851477] Niederlande, Beatrix, 10 Euro Cent, Fehler Cud Münze und Drehstempel, 20",v1|206389351266|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/JpAAAeSwhyJqRrBD/s-l1600.jpg
cud__v1_327231701752_0.jpg,cud,"[#851477] Niederlande, Beatrix, 10 Euro Cent, error cud coin and rotated die, 20",v1|327231701752|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/tswAAeSwKNZqPQ4n/s-l1600.jpg
cud__v1_327214541077_0.jpg,cud,"[#851476] Niederlande, Beatrix, 10 Euro Cent, error cud coin, Utrecht, Nordic go",v1|327214541077|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/eXIAAeSwV0tqL-t2/s-l1600.jpg
unsorted__v1_198467223699_0.jpg,unsorted,"[#841030] Frankreich, 10 Euro Cent, 2009, Pessac, Error Coin Alignment, VZ, Mess",v1|198467223699|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/YCkAAeSwQ2tqRPSZ/s-l1600.jpg
cud__v1_206360312944_0.jpg,cud,"[#1210067] Portugal, Euro Cent, 2007, Lisbon, error cud coin, VZ, Copper Plated ",v1|206360312944|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/jm4AAeSwFARqNk1X/s-l1600.jpg
cud__v1_198425558031_0.jpg,cud,"[#1210065] Niederlande, 10 Euro Cent, 2001, Fehler Cud Münze, vz(55-58), Kupfer-Ni",v1|198425558031|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/Un4AAeSwBoRqLnsI/s-l1600.jpg
cud__v1_327223171903_0.jpg,cud,"[#1210065] Niederlande, 10 Euro Cent, 2001, error cud coin, VZ, Copper-Nickel-Zi",v1|327223171903|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/ypMAAeSwuPNqNlMB/s-l1600.jpg
cud__v1_206346011252_0.jpg,cud,"[#1210067] Portugal, Euro Cent, 2007, Lissabon, Fehler Cud Münze, vz(55-58), Kupfer ",v1|206346011252|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/WkwAAeSw1WNqLno6/s-l1600.jpg
unsorted__v1_166606407203_0.jpg,unsorted,2003 5 Euro Cents - Irland - einmaliger Prägefehler - siehe Bilder,v1|166606407203|0,EBAY_DE,euro cent error coin,True,https://i.ebayimg.com/images/g/tI4AAOSw9FVl04Lc/s-l1600.jpg
